	name2	chrom	cdsStart	cdsEnd
46028	MED18	chr1	28329002	28335965
46064	PHACTR4	chr1	28369582	28500364
46249	RCC1	chr1	28505943	28539300
46524	SNHG3	chr1	28505980	28510892
46535	TRNAU1AP	chr1	28553085	28578545
46617	SNHG12	chr1	28578538	28583132
46710	TAF12	chr1	28589323	28643085
46757	RAB42	chr1	28592200	28595443
46776	LINC01715	chr1	28643228	28648581
46783	AL360012.1	chr1	28648600	28648730
46786	GMEB1	chr1	28668732	28719353
46872	YTHDF2	chr1	28736621	28769775
46959	OPRD1	chr1	28812142	28871267
46984	AL009181.1	chr1	28870483	28877336
46989	EPB41	chr1	28887091	29120046
48180	TMEM200B	chr1	29119429	29123903
48199	AL357500.1	chr1	29144494	29146994
48204	SRSF4	chr1	29147743	29181900
48283	MECR	chr1	29192657	29230942
48451	AL590729.1	chr1	29223933	29224816
48456	PTPRU	chr1	29236516	29326813
48766	LINC01756	chr1	29329620	29350114
48771	AC092265.1	chr1	29708851	29709547
48775	AL645944.2	chr1	29755175	29790597
48782	LINC01648	chr1	30013952	30037612
48791	AL137076.1	chr1	30140263	30141607
48795	AL161638.2	chr1	30409560	30411638
48800	AL161638.1	chr1	30415825	30421108
48805	MATN1	chr1	30711277	30723585
48835	MATN1-AS1	chr1	30718504	30726827
48858	AL137857.1	chr1	30731693	30733427
48862	LAPTM5	chr1	30732469	30757774
48896	AL137027.1	chr1	30810378	30815553
48900	LINC01778	chr1	30824217	30834864
48973	AL445235.1	chr1	30858158	30860254
48977	SDC3	chr1	30869466	30908758
49013	PUM1	chr1	30931506	31065991
49575	NKAIN1	chr1	31179745	31239887
49627	SNRNP40	chr1	31259568	31296788
49686	ZCCHC17	chr1	31296982	31364953
49856	AL451070.1	chr1	31333067	31346799
49861	FABP3	chr1	31365253	31376850
49909	SERINC2	chr1	31409565	31434680
50030	LINC01226	chr1	31506226	31583306
50069	AC114488.1	chr1	31571585	31577898
50078	TINAGL1	chr1	31576485	31587686
50214	HCRTR1	chr1	31617686	31632518
50290	PEF1	chr1	31629866	31644896
50338	AC114488.2	chr1	31644049	31660162
50468	AC114488.3	chr1	31644694	31649371
50472	COL16A1	chr1	31652263	31704319
50925	ADGRB2	chr1	31727117	31764893
51474	AL354919.2	chr1	31789130	31791322
51478	SPOCD1	chr1	31790422	31816051
51690	AL354919.1	chr1	31842019	31855568
51694	AL136115.2	chr1	31851913	31921841
51698	PTP4A2	chr1	31906421	31944856
51902	AL136115.1	chr1	31933020	31933975
51906	AL136115.3	chr1	31972189	31987034
51910	KHDRBS1	chr1	32013868	32060850
51976	AL445248.1	chr1	32052291	32073474
51981	TMEM39B	chr1	32072031	32102866
52090	KPNA6	chr1	32108056	32176563
52186	AL049795.2	chr1	32170733	32176568
52190	TXLNA	chr1	32179675	32198285
52243	CCDC28B	chr1	32200386	32205387
52309	AL049795.1	chr1	32204769	32206814
52318	IQCC	chr1	32205661	32208687
52354	DCDC2B	chr1	32209094	32216196
52385	TMEM234	chr1	32214472	32222359
52553	EIF3I	chr1	32221928	32231604
52626	FAM167B	chr1	32247222	32248856
52636	LCK	chr1	32251239	32286165
52868	HDAC1	chr1	32292083	32333635
52968	MARCKSL1	chr1	32333839	32336233
52978	AL109945.1	chr1	32349194	32350663
52982	TSSK3	chr1	32351521	32364312
53006	FAM229A	chr1	32361270	32364278
53032	BSDC1	chr1	32365103	32394731
53291	ZBTB8B	chr1	32465072	32496686
53305	ZBTB8A	chr1	32539427	32605941
53336	ZBTB8OS	chr1	32600172	32650903
53521	RBBP4	chr1	32651142	32686211
53820	SYNC	chr1	32679906	32703596
53863	AC114489.1	chr1	32717734	32725237
53867	KIAA1522	chr1	32741830	32774970
53945	YARS	chr1	32775237	32818153
54048	S100PBP	chr1	32816767	32858875
54177	FNDC5	chr1	32862268	32872482
54254	HPCA	chr1	32885994	32898441
54283	TMEM54	chr1	32894594	32901438
54338	AL031602.2	chr1	32925454	32951638
54343	RNF19B	chr1	32936445	32964685
54410	AL020995.1	chr1	32987075	33032469
54414	AK2	chr1	33007940	33080996
54627	AZIN2	chr1	33081104	33123492
54852	TRIM62	chr1	33145399	33182059
54891	AL662907.3	chr1	33194788	33200353
54898	ZNF362	chr1	33256492	33300719
54960	AL513327.3	chr1	33261212	33261680
54963	A3GALT2	chr1	33306766	33321098
54978	AL513327.1	chr1	33307348	33349245
55016	PHC2	chr1	33323623	33431052
55172	AL513327.2	chr1	33350352	33363245
55177	ZSCAN20	chr1	33472645	33496507
55217	CSMD2	chr1	33513999	34165842
55919	HMGB4	chr1	33860475	33864791
55949	CSMD2-AS1	chr1	33868953	33893726
56076	C1orf94	chr1	34166883	34219131
56115	AC099565.1	chr1	34640157	34685732
56119	SMIM12	chr1	34712737	34859755
56182	GJB5	chr1	34755047	34758512
56192	GJB4	chr1	34759740	34762327
56202	AL121988.1	chr1	34761426	34788097
56206	GJB3	chr1	34781214	34786369
56225	GJA4	chr1	34792999	34795747
56242	AL122010.1	chr1	34850694	34851555
56246	DLGAP3	chr1	34865436	34929650
56304	TMEM35B	chr1	34981535	34985353
56316	ZMYM6	chr1	34986165	35031945
56429	ZMYM1	chr1	35032172	35115859
56608	AL590434.1	chr1	35141515	35146435
56613	SFPQ	chr1	35176378	35193145
56704	ZMYM4	chr1	35268709	35422058
56846	ZMYM4-AS1	chr1	35358822	35366077
56850	KIAA0319L	chr1	35433492	35557950
57142	NCDN	chr1	35557473	35567274
57227	AC004865.2	chr1	35569813	35577729
57235	TFAP2E	chr1	35573314	35595328
57261	PSMB2	chr1	35599541	35641526
57300	C1orf216	chr1	35713877	35718894
57317	CLSPN	chr1	35720218	35769978
57545	AL354864.1	chr1	35739389	35743576
57549	AGO4	chr1	35808016	35857890
57598	AGO1	chr1	35869808	35930532
57722	AL139286.3	chr1	35908980	35910872
57726	AL139286.2	chr1	35929720	35930115
57729	AGO3	chr1	35930718	36072500
57902	AL138787.2	chr1	35992109	36013630
57910	TEKT2	chr1	36084094	36088275
57970	ADPRHL2	chr1	36088892	36093932
57988	COL8A2	chr1	36095239	36125222
58020	TRAPPC3	chr1	36136570	36156053
58136	MAP7D1	chr1	36155579	36180849
58329	THRAP3	chr1	36224432	36305357
58429	SH3D21	chr1	36306368	36329340
58570	EVA1B	chr1	36322031	36324154
58586	AL591845.1	chr1	36329630	36335406
58590	STK40	chr1	36339624	36385896
58720	LSM10	chr1	36391238	36397908
58738	OSCP1	chr1	36415827	36450451
58895	MRPS15	chr1	36455718	36464384
58929	CSF3R	chr1	36466043	36483278
59200	AL596257.1	chr1	36703953	36710582
59204	AC117945.2	chr1	36768122	36769725
59208	AC117945.1	chr1	36769812	36775768
59216	GRIK3	chr1	36795527	37034515
59297	AL031430.1	chr1	37133489	37136146
59301	AL353604.1	chr1	37154761	37325100
59317	LINC01137	chr1	37350934	37474411
59325	ZC3H12A	chr1	37474580	37484377
59368	MEAF6	chr1	37492575	37514774
59496	SNIP1	chr1	37534449	37554293
59531	DNALI1	chr1	37556919	37566857
59581	GNL2	chr1	37566816	37595937
59656	AL513220.1	chr1	37596126	37607336
59660	RSPO1	chr1	37611350	37634892
59737	C1orf109	chr1	37681570	37692249
59859	CDCA8	chr1	37692481	37709719
59912	EPHA10	chr1	37713880	37765133
60160	MANEAL	chr1	37793802	37801137
60218	AL929472.3	chr1	37799720	37800879
60222	YRDC	chr1	37802945	37808208
60238	C1orf122	chr1	37806979	37809454
60273	MTF1	chr1	37809574	37859592
60304	AL929472.2	chr1	37860697	37861580
60308	INPP5B	chr1	37860697	37947057
60594	SF3A3	chr1	37956975	37990075
60680	FHL3	chr1	37996770	38005606
60719	UTP11	chr1	38009258	38024820
60758	POU3F1	chr1	38043829	38046793
60766	MIR3659HG	chr1	38047314	38119025
60778	LINC02786	chr1	38129464	38140593
60785	AL390839.1	chr1	38149544	38162545
60790	AL390839.2	chr1	38193619	38210340
60794	LINC01343	chr1	38209034	38214806
60805	LINC01685	chr1	38474825	38516520
60867	AL354702.2	chr1	38754216	38815979
60880	RRAGC	chr1	38838198	38859772
60912	AL139260.1	chr1	38859912	38965038
60931	MYCBP	chr1	38862493	38873368
60970	GJA9	chr1	38874069	38881587
60987	RHBDL2	chr1	38885807	38941830
61041	AKIRIN1	chr1	38991276	39006059
61094	NDUFS5	chr1	39026318	39034636
61117	MACF1	chr1	39081316	39487177
62906	AL356055.1	chr1	39206512	39206957
62909	AL442071.2	chr1	39226670	39238620
62913	AL442071.1	chr1	39249838	39257649
62918	BMP8A	chr1	39491636	39529869
62938	PABPC4	chr1	39560816	39576790
63249	PABPC4-AS1	chr1	39565052	39573860
63260	HEYL	chr1	39623435	39639643
63276	AL035404.2	chr1	39633416	39633903
63280	NT5C1A	chr1	39659121	39672038
63297	HPCAL4	chr1	39678648	39691485
63337	PPIE	chr1	39692182	39763914
63591	BMP8B	chr1	39757182	39788865
63611	OXCT2	chr1	39769523	39771348
63619	BMP8B-AS1	chr1	39779969	39781418
63623	AL033527.3	chr1	39788976	39790171
63626	AL033527.4	chr1	39799422	39809450
63635	LINC02811	chr1	39801414	39817460
63641	TRIT1	chr1	39838110	39883511
63920	MYCL	chr1	39895426	39902256
63957	AL033527.2	chr1	39897745	39899098
63961	MFSD2A	chr1	39955112	39969968
64120	CAP1	chr1	40040233	40072649
64496	PPT1	chr1	40071461	40097727
64840	RLF	chr1	40161387	40240921
64862	TMCO2	chr1	40245947	40251684
64876	AL050341.2	chr1	40256427	40257967
64879	ZMPSTE24	chr1	40258236	40294180
64918	COL9A2	chr1	40300489	40317813
65141	SMAP2	chr1	40344850	40423326
65262	AL031985.4	chr1	40436199	40450039
65269	ZFP69B	chr1	40450102	40463718
65323	AL031985.3	chr1	40464319	40466767
65326	ZFP69	chr1	40477290	40496343
65365	AL603839.3	chr1	40493157	40508661
65369	EXO5	chr1	40508741	40516556
65458	AL603839.1	chr1	40514461	40515057
65462	AL603839.2	chr1	40515754	40517174
65466	ZNF684	chr1	40531573	40548167
65541	AL356379.2	chr1	40559666	40584335
65546	RIMS3	chr1	40620680	40665682
65589	AL031289.2	chr1	40659848	40667480
65593	AL031289.1	chr1	40669089	40687588
65600	NFYC-AS1	chr1	40690380	40692066
65603	NFYC	chr1	40691648	40771603
66003	KCNQ4	chr1	40783787	40840452
66108	CITED4	chr1	40861054	40862363
66116	AC119677.1	chr1	40863914	40876670
66121	AL391730.2	chr1	40939294	40945524
66125	CTPS1	chr1	40979688	41012565
66585	SLFNL1-AS1	chr1	41014590	41043890
66591	SLFNL1	chr1	41015597	41023237
66665	SCMH1	chr1	41027200	41242154
67059	AC093151.8	chr1	41241772	41338644
67063	AC093151.3	chr1	41242373	41284861
67079	FOXO6	chr1	41361922	41383590
67091	AC093151.2	chr1	41375004	41375669
67095	EDN2	chr1	41478775	41484683
67135	HIVEP3	chr1	41506365	42035925
67222	AL445933.2	chr1	41535443	41535868
67226	AC119676.1	chr1	41585306	41628816
67235	AL158216.1	chr1	42036143	42051784
67241	GUCA2B	chr1	42153410	42155820
67253	GUCA2A	chr1	42162690	42164745
67265	FOXJ3	chr1	42176539	42335877
67469	AC096540.1	chr1	42335386	42338376
67473	RIMKLA	chr1	42380792	42424232
67502	ZMYND12	chr1	42430329	42456253
67557	PPCS	chr1	42456117	42473385
67613	CCDC30	chr1	42463221	42657190
68791	PPIH	chr1	42658423	42676758
68892	AC098484.4	chr1	42658687	42682160
68902	AC098484.2	chr1	42678735	42681659
68906	YBX1	chr1	42682418	42703805
68964	CLDN19	chr1	42733093	42740254
69004	P3H1	chr1	42746335	42767084
69197	C1orf50	chr1	42767249	42779491
69221	AC098484.1	chr1	42775813	42776790
69225	TMEM269	chr1	42785007	42816619
69293	SVBP	chr1	42807052	42817397
69320	ERMAP	chr1	42817122	42844991
69437	AL512353.1	chr1	42832522	42846422
69463	ZNF691	chr1	42846573	42852477
69564	SLC2A1	chr1	42925375	42958868
69661	SLC2A1-AS1	chr1	42959049	42996814
69680	AC099795.1	chr1	42959065	42961864
69699	FAM183A	chr1	43145153	43156396
69757	EBNA1BP2	chr1	43164175	43270936
69846	CFAP57	chr1	43172149	43254358
70047	TMEM125	chr1	43269983	43274002
70086	C1orf210	chr1	43281877	43285617
70109	TIE1	chr1	43300982	43323108
70213	MPL	chr1	43337849	43352772
70290	AL139289.3	chr1	43348288	43348844
70293	AL139289.2	chr1	43354684	43358658
70298	CDC20	chr1	43358981	43363203
70360	ELOVL1	chr1	43363398	43368074
70521	MED8	chr1	43383917	43389808
70589	AL139289.1	chr1	43385113	43389155
70595	SZT2	chr1	43389882	43454247
71127	SZT2-AS1	chr1	43447776	43448644
71131	HYI	chr1	43451003	43453989
71332	HYI-AS1	chr1	43453927	43456995
71336	PTPRF	chr1	43525187	43623666
71792	KDM4A	chr1	43650149	43705518
71887	KDM4A-AS1	chr1	43685123	43708138
71921	ST3GAL3	chr1	43705824	43931165
73689	AL451062.1	chr1	43709392	43727343
73695	ARTN	chr1	43933320	43937240
73825	AL357079.1	chr1	43937918	43946551
73839	IPO13	chr1	43946950	43968022
73922	AL357079.2	chr1	43968351	43974821
73928	DPH2	chr1	43970000	43973369
74079	ATP6V0B	chr1	43974487	43978295
74244	B4GALT2	chr1	43978943	43991170
74338	CCDC24	chr1	43991359	43996528
74494	SLC6A9	chr1	43991500	44031467
74716	AL139220.2	chr1	44030437	44115913
74827	KLF17	chr1	44118821	44135140
74854	KLF18	chr1	44137821	44141631
74863	DMAP1	chr1	44213455	44220681
75058	ERI3	chr1	44221070	44355260
75202	ERI3-IT1	chr1	44243408	44244273
75206	RNF220	chr1	44405194	44651724
75456	TMEM53	chr1	44635238	44674481
75536	ARMH1	chr1	44674692	44725591
75773	KIF2C	chr1	44739818	44767767
75946	AL592166.1	chr1	44759037	44775810
75955	RPS8	chr1	44775251	44778779
76016	BEST4	chr1	44783585	44788170
76040	PLK3	chr1	44800377	44805990
76118	TCTEX1D4	chr1	44805913	44806675
76126	BTBD19	chr1	44808482	44815585
76213	PTCH2	chr1	44819844	44843253
76327	EIF2B3	chr1	44850522	44986722
76474	HECTD3	chr1	45002540	45011324
76583	UROD	chr1	45010950	45015575
76948	ZSWIM5	chr1	45016399	45306209
76986	LINC01144	chr1	45303910	45305619
76989	HPDL	chr1	45326895	45328679
76997	MUTYH	chr1	45329163	45340893
77973	TOE1	chr1	45340052	45343973
78025	TESK2	chr1	45343883	45491163
78091	CCDC163	chr1	45493866	45500079
78190	MMACHC	chr1	45500300	45513382
78222	PRDX1	chr1	45511036	45523047
78302	AKR1A1	chr1	45550543	45570049
78458	NASP	chr1	45583846	45618904
78894	CCDC17	chr1	45620044	45624057
79051	GPBP1L1	chr1	45627304	45688113
79158	TMEM69	chr1	45688181	45694436
79173	IPP	chr1	45694324	45750653
79229	AL604028.1	chr1	45694684	45697075
79233	MAST2	chr1	45786987	46036122
79422	PIK3R3	chr1	46040140	46133036
79552	AL358075.1	chr1	46046818	46048368
79556	AL358075.2	chr1	46134531	46139081
79560	TSPAN1	chr1	46175073	46185962
79633	P3R3URF	chr1	46175486	46176478
79643	POMGNT1	chr1	46188682	46220305
79824	LURAP1	chr1	46203334	46221256
79834	RAD54L	chr1	46246461	46278480
80230	LRRC41	chr1	46261196	46303608
80383	UQCRH	chr1	46303698	46316776
80431	NSUN4	chr1	46340177	46365152
80549	FAAH	chr1	46394317	46413848
80628	LINC01398	chr1	46446600	46451317
80646	DMBX1	chr1	46506996	46514226
80673	TMEM275	chr1	46532166	46543969
80683	MKNK1-AS1	chr1	46538611	46570255
80700	KNCN	chr1	46545644	46551527
80732	MKNK1	chr1	46557408	46616843
81190	MOB3C	chr1	46607715	46616891
81232	ATPAF1	chr1	46632737	46673867
81469	TEX38	chr1	46668855	46673594
81504	EFCAB14-AS1	chr1	46674036	46692098
81514	EFCAB14	chr1	46675159	46719114
81632	CYP4B1	chr1	46757838	46819413
81894	CYP4A11	chr1	46929177	46941484
82102	CYP4X1	chr1	47023669	47050751
82136	CYP4Z1	chr1	47067231	47118318
82170	CYP4A22-AS1	chr1	47096653	47179271
82176	CYP4A22	chr1	47137435	47149735
82336	LINC00853	chr1	47179250	47180339
82340	PDZK1IP1	chr1	47183582	47191044
82376	TAL1	chr1	47216290	47232220
82420	AL135960.1	chr1	47225797	47230750
82424	STIL	chr1	47250139	47314147
82652	CMPK1	chr1	47333797	47378839
82713	LINC01389	chr1	47380928	47408477
82718	FOXE3	chr1	47416285	47418052
82726	FOXD2-AS1	chr1	47432133	47434641
82729	FOXD2	chr1	47436017	47440691
82737	LINC01738	chr1	47688463	47704029
82742	TRABD2B	chr1	47760528	47997385
82767	AL691459.1	chr1	47761132	47765547
82771	AC096541.1	chr1	47818066	47820237
82775	LINC02794	chr1	48050659	48091736
82792	AL356289.1	chr1	48078787	48082196
82796	AL109659.1	chr1	48172972	48206857
82803	SLC5A9	chr1	48222685	48248644
82999	AL109659.2	chr1	48227888	48229561
83002	SPATA6	chr1	48295373	48472208
83180	AGBL4	chr1	48532854	50023954
83297	AL391844.1	chr1	48552991	48558106
83301	BEND5	chr1	48727519	48776969
83339	AL645507.1	chr1	48926021	48936734
83343	AC099788.1	chr1	49025595	49187585
83349	AL590432.1	chr1	49257411	49269285
83355	AGBL4-IT1	chr1	49374201	49472085
83361	ELAVL4	chr1	50024029	50203786
83655	AL592182.2	chr1	50174306	50175868
83659	AL592182.1	chr1	50206084	50223127
83663	LINC02808	chr1	50229662	50321192
83702	AL592182.3	chr1	50252569	50258994
83707	DMRTA2	chr1	50417550	50423443
83728	AL049637.2	chr1	50423609	50425316
83733	FAF1	chr1	50437028	50960267
83863	AL049637.1	chr1	50461469	50471150
83870	CDKN2C	chr1	50960745	50974634
83904	C1orf185	chr1	51102221	51148086
83964	LINC01562	chr1	51195095	51235096
83968	RNF11	chr1	51236273	51273447
83986	AL162430.2	chr1	51264916	51266074
83990	TTC39A	chr1	51287258	51345116
84402	TTC39A-AS1	chr1	51329654	51335324
84411	EPS15	chr1	51354263	51519266
84576	AC104170.2	chr1	51461721	51463416
84580	AC104170.1	chr1	51518309	51561629
84588	OSBPL9	chr1	51577179	51798427
85333	NRDC	chr1	51789191	51878937
85715	AL050343.2	chr1	51793934	51799154
85728	AL050343.3	chr1	51801028	51801307
85731	RAB3B	chr1	51907956	51990700
85746	TXNDC12	chr1	52020131	52056171
85805	KTI12	chr1	52032103	52033810
85813	AL445685.1	chr1	52033391	52044279
85817	TXNDC12-AS1	chr1	52050918	52052683
85822	BTF3L4	chr1	52056199	52090716
85920	ZFYVE9	chr1	52142094	52346686
86057	CC2D1B	chr1	52345723	52366193
86318	AL513218.1	chr1	52353487	52353877
86321	AL513218.2	chr1	52365443	52367865
86325	ORC1	chr1	52372829	52404423
86404	PRPF38A	chr1	52404602	52420836
86443	TUT4	chr1	52408282	52553487
86847	AL591167.1	chr1	52554818	52555273
86850	GPX7	chr1	52602371	52609051
86865	SHISAL2A	chr1	52633168	52669683
86894	COA7	chr1	52684449	52698347
86910	ZYG11B	chr1	52726453	52827336
86977	ZYG11A	chr1	52842511	52894998
87075	AC099677.4	chr1	52881216	52881730
87079	ECHDC2	chr1	52895910	52927212
87350	SCP2	chr1	52927276	53051698
87706	PODN	chr1	53062052	53085502
87824	AL445183.1	chr1	53069938	53085502
87828	SLC1A7	chr1	53087179	53142632
87972	AL445183.2	chr1	53114576	53118609
87976	CPT2	chr1	53196792	53214197
88118	AL606760.2	chr1	53209783	53213775
88126	CZIB	chr1	53214099	53220634
88176	AL606760.3	chr1	53220663	53224253
88179	MAGOH	chr1	53226900	53238518
88216	AL606760.1	chr1	53238550	53246482
88229	LRP8	chr1	53242364	53328469
89144	AL355483.3	chr1	53267935	53268601
89148	AL355483.1	chr1	53288024	53289706
89152	AL355483.2	chr1	53304536	53307462
89160	LINC01771	chr1	53328233	53336509
89165	AC119428.2	chr1	53344031	53365473
89171	AC119428.1	chr1	53348488	53349233
89175	LINC02812	chr1	53366656	53368245
89183	DMRTB1	chr1	53459399	53467488
89201	GLIS1	chr1	53506237	53738106
89252	NDC1	chr1	53765478	53838463
89300	YIPF1	chr1	53851719	53889798
89413	DIO1	chr1	53891239	53911086
89614	HSPB11	chr1	53916574	53945929
89680	LRRC42	chr1	53946085	53968168
89755	LDLRAD1	chr1	54007298	54018186
89814	TMEM59	chr1	54026681	54053504
89958	TCEANC2	chr1	54053584	54112519
90017	CDCP2	chr1	54132968	54153770
90047	AL357673.2	chr1	54137746	54142980
90051	CYB5RL	chr1	54169651	54200036
90179	MRPL37	chr1	54184041	54225464
90255	SSBP3	chr1	54225432	54413479
90565	SSBP3-AS1	chr1	54236440	54239063
90568	AL161644.1	chr1	54285405	54287371
90572	AL035415.1	chr1	54416256	54420860
90576	AC099796.2	chr1	54514417	54517383
90581	LINC02784	chr1	54516412	54517259
90585	ACOT11	chr1	54542257	54639192
90690	FAM151A	chr1	54609181	54623556
90731	AL590093.1	chr1	54621477	54628438
90735	MROH7	chr1	54641754	54710266
91183	TTC4	chr1	54715861	54742657
91227	PARS2	chr1	54756898	54764523
91237	TTC22	chr1	54779712	54801323
91292	AC096536.1	chr1	54792885	54794905
91296	LEXM	chr1	54806063	54842252
91349	DHCR24	chr1	54849627	54887195
91554	AC096536.3	chr1	54874672	54883664
91560	AC096536.2	chr1	54886875	54888001
91564	DHCR24-DT	chr1	54887563	54888850
91578	AL590440.2	chr1	54974900	54980464
91598	TMEM61	chr1	54980628	54992288
91610	AL590440.1	chr1	54980950	54992274
91614	BSND	chr1	54998933	55017172
91628	PCSK9	chr1	55039548	55064852
91667	USP24	chr1	55066359	55215364
91851	MIR4422HG	chr1	55217645	55324691
91858	AL603840.1	chr1	55329288	56070513
91924	LINC01755	chr1	55868254	55950119
91937	LINC01753	chr1	55915603	55944980
91952	AL353681.1	chr1	56145721	56155224
91957	AC119674.1	chr1	56154545	56477687
92065	LINC01767	chr1	56414935	56417137
92093	PLPP3	chr1	56494761	56645301
92127	PRKAA2	chr1	56645314	56715335
92175	FYB2	chr1	56718789	56819696
92258	AL360295.1	chr1	56823679	56826920
92262	C8A	chr1	56854806	56918221
92290	C8B	chr1	56929207	56966140
92394	AL161740.1	chr1	56963886	56996757
92400	DAB1	chr1	56994778	58546734
92625	AL390243.1	chr1	57386576	57387450
92629	DAB1-AS1	chr1	57860532	57880905
92740	AL445193.2	chr1	58060139	58080274
92747	OMA1	chr1	58415384	58546802
92864	AL035411.3	chr1	58546168	58563897
92868	TACSTD2	chr1	58575433	58577252
92876	MYSM1	chr1	58643440	58700077
93185	AL136985.3	chr1	58715609	58771295
93199	JUN	chr1	58780791	58784047
93207	LINC01135	chr1	58785128	58901109
93227	AL136985.2	chr1	58812808	58813342
93230	AL136985.1	chr1	58838448	58851254
93235	LINC02777	chr1	58882868	58931897
93286	LINC01358	chr1	58933643	59240555
93439	AL592431.2	chr1	59054397	59056049
93443	AL592431.1	chr1	59055999	59078116
93448	AC093425.1	chr1	59131932	59296491
93502	AC093424.1	chr1	59289303	59289640
93505	FGGY	chr1	59296638	59810647
94007	AL035416.1	chr1	59754747	59789182
94011	HOOK1	chr1	59814786	59876370
94112	CYP2J2	chr1	59893308	59926773
94216	C1orf87	chr1	59987269	60073770
94285	LINC02778	chr1	60114875	60149784
94296	LINC01748	chr1	60515716	60640507
94465	AC099792.1	chr1	60659631	60868009
94537	NFIA	chr1	60865259	61462788
95001	NFIA-AS2	chr1	60912675	61056885
95030	NFIA-AS1	chr1	61248945	61253510
95060	AC099791.3	chr1	61481087	61533271
95065	AC099791.4	chr1	61588049	61589904
95069	TM2D1	chr1	61681046	61725423
95225	AC099791.2	chr1	61741998	61742424
95228	PATJ	chr1	61742406	62178675
95937	L1TD1	chr1	62194849	62212328
95951	KANK4	chr1	62236165	62319434
96032	USP1	chr1	62436297	62451804
96101	DOCK7	chr1	62454298	62688386
97113	ANGPTL3	chr1	62597520	62606313
97140	AC103923.1	chr1	62688482	62710694
97144	ATG4C	chr1	62784132	62865516
97238	AC099794.1	chr1	62896009	62901639
97242	LINC01739	chr1	62975751	63022504
97261	AL162400.3	chr1	63011197	63018614
97268	AL162400.1	chr1	63024207	63025658
97272	AL162400.2	chr1	63078081	63079031
97276	AC096543.1	chr1	63139250	63163153
97281	LINC00466	chr1	63159083	63317274
97563	AC096543.2	chr1	63249920	63251771
97567	FOXD3-AS1	chr1	63320884	63324441
97588	FOXD3	chr1	63322567	63325128
97596	ALG6	chr1	63367575	63438553
97841	ITGB3BP	chr1	63440770	63593721
97979	BX004807.1	chr1	63487957	63508204
97983	EFCAB7	chr1	63523372	63572693
98043	DLEU2L	chr1	63547082	63550636
